ID,Lemma,POS,Synset_ID,Synset_Lemma (?),Definition,Definition' source,Example,Example' source,Original HurtLex Category,Stereotype,synset_category,synonyms_en,definition_en,definition_category,ERIS_score,aikia_offensive_score
EL2255,ακάθαρτος,ADJ,,"['βρόμικος', 'μολυσμένος', 'ρυπαρός', 'αποκρουστικός']",χαρακτηρισμός ατόμου με πολλή βρωμιά ή ηθική μόλυνση,,"Τύπους σαν τον Τζήμερο, στο χωριό τους υποδεχομάστε με μια πατσά, ακάθαρτη, καπέλο.",,dmc,,,"['unclean', 'dirty', 'filthy', 'impure']",person that is very dirty or morally impure,Person,1.17,0.56
EL2255,ακάθαρτος,ADJ,,"['βρόμικος χώρος', 'μολυσμένο νερό', 'ρυπαρό οικόπεδο']","Πράγμα ή χώρος γεμάτος βρωμιά ή ρύπους, επικίνδυνος για υγεία ή αισθητική",,"username Καθαρό, ακάθαρτο νομίζω μικρή σημασία έχει μετά τη χθεσινή νεροποντή που τα ξέπλυνε όλα ????",,dmc,,,"['dirty', 'filthy', 'unsanitary', 'unclean']",dirty object : item or place heavily soiled,Behavioral_Trait,1.17,0.44
EL2351,ακαλαίσθητος,ADJ,,"['κιτς', 'κακόγουστος', 'άτεχνος', 'χοντροκομμένος']",Άτομο του οποίου οι επιλογές ή το στυλ δείχνουν έλλειψη γούστου και αισθητικής,,Δεν υπάρχει πιο ακαλαίσθητο πράμα απ' τις χαμηλοκώλες όταν φοράνε παντελόνια.,,ddp,,,"['tasteless', 'gaudy', 'inelegant', 'tacky']",tasteless person : someone lacking aesthetic sense,Person,0.41,1.19
EL2351,ακαλαίσθητος,ADJ,,"['αντιαισθητικό', 'κιτς', 'κακόγουστο', 'δυσμορφικό']","Κατασκευή, εικόνα ή έργο που παραβιάζει βασικούς κανόνες καλαισθησίας, θεωρούμενο άσχημο ή προσβλητικό για τον χώρο",,«Η άλλη μου έστειλε dm για να μου πει ότι η φωτογραφία μου είναι προκλητική και ακαλαίσθητη. Ακαλά.»,,ddp,,,"['ugly', 'unsightly', 'unaesthetic', 'hideous']",ugly object : visually displeasing thing,Behavioral_Trait,0.41,
EL1677,ακαταστασία,NOUN,,"['αταξία', 'μπάχαλο', 'αναρχία', 'βούρκος']",κατάσταση όπου επικρατεί χάος και έλλειψη τάξης,,Στην κουζίνα βασίλευε ακαταστασία και βρωμιά.,,cds,,,"['mess', 'disorder', 'chaos', 'clutter']",state of chaos and lack of order,State,0.2,0.49
EL1207,ακόλαστος,ADJ,,"['σαρκαστής', 'χυδαίος', 'λάγνος', 'ηδονιστής']",άτομο που επιδίδεται σε ηδονές χωρίς ηθικούς φραγμούς,,«Ο ακόλαστος πρίγκηπας του Γκιγιώμ Απολλιναίρ…»,,dmc,,,"['licentious', 'debauched', 'lustful', 'lewd']",person indulging in pleasures without moral restraints,Person,1.12,
EL1207,ακόλαστος,ADJ,,"['έκλυτος', 'ανήθικος', 'ασυγκράτητος']","Πράξη, επιθυμία ή τρόπος ζωής που φανερώνει πλήρη έλλειψη αυτοσυγκράτησης και θεωρείται ηθικά επιλήψιμος",,"«…είχε μετανιώσει που είχε παραδοθεί στις βρώμικες, στις ακόλαστες επιθυμίες του»",,dmc,,,"['wanton', 'immoral', 'unchaste', 'lewd']",wanton : morally unrestrained act or desire,Behavioral_Trait,1.12,
EL18,ακόλουθος,NOUN,,"['οπαδός', 'πιστός', 'υποστηρικτής', 'υπηρέτης']","Άτομο που υπηρετεί ή υπακούει τυφλά σε ηγέτη, ιδεολογία ή αφεντικό, συχνά με μειωμένη κριτική σκέψη· χρησιμοποιείται υποτιμητικά στον πολιτικό και διαδικτυακό διάλογο",,Ελπιζω να βάλουν μυαλό οι ακόλουθοι του - αν και δεν το βλέπω. Εμβολιαστείτε και σοβαρευτείτε! #Τραγκας,,qas,,,"['follower', 'supporter', 'minion', 'henchman']",person who obediently or blindly supports another,Person,0.07,0.58
EL568,αλαζονεία,NOUN,,"['υπεροψία', 'έπαρση', 'ματαιοδοξία', 'καβάλημα']",στάση υπερβολικής αυτοπεποίθησης και περιφρόνησης προς τους άλλους,,Καμμένος: Ξεπερνά τα όρια της αλαζονείας ο Βενιζέλος,,cds,,,"['arrogance', 'hubris', 'conceit', 'haughtiness']",attitude of excessive self-confidence and contempt for others,Behavioral_Trait,1.17,0.44
EL568,αλαζονεία,NOUN,,"['κομπορρημοσύνες', 'υπεροπτικές ενέργειες']",Μεμονωμένη επιδεικτική πράξη υπεροψίας,,"Καθισμένη στον τηλεοπτικό θρόνο του Μπόμπολα, δίνει ρεσιτάλ αλαζονείας και εκβιασμών... Το νέο ήθος και ύφος...",,cds,,,"['arrogant acts', 'displays of hubris']",arrogant acts : displays of haughtiness,Event,1.17,1.05
EL1113,αλεπού,NOUN,,"['πονηρός', 'σκακιστής', 'τσακάλι', 'διάβολος']",μεταφορικός χαρακτηρισμός για πολύ πονηρό άτομο,,"Η αλεπού δεν πλησίαζε τα Αλεπουδάκια, για να μην κινήσει υποψίες.",,cds,,,"['fox', 'sly person', 'trickster', 'cunning one']",metaphor for a very cunning person,Person,0.18,0.26
EL679,αλητεία,NOUN,,"['τραμπουκισμοί', 'έκτροπα', 'αισχρές πράξεις']","Συγκεκριμένο επεισόδιο βίαιης ή ανέντιμης δράσης, εμφανίζεται κυρίως σε πληθυντικό αλητείες",,"Η δικαιωματίστρια που δεν έχει βγάλει άχνα για τα εγκλήματα του Πούτιν, για τις αλητείες της Πρεσβείας κλπ, ανησυχεί ""μην μπλέξουμε"". Πόσο υπάλληλος, πια;",,cds,,,"['outrage', 'misdeed', 'thug act']",outrage : individual act of thuggery,Event,1.02,1.14
EL679,αλητεία,NOUN,,"['τραμπούκισμός', 'παραβατικότητα', 'κακοποιία', 'μπαχαλοσύνη']",Κατάσταση επιθετικής ή ανέντιμης συμπεριφοράς που προκαλεί κοινωνική όχληση,,"username Μεγάλωσα μέσα στην αλητεία. Δεν έχω σπίτι, δεν έχω ελπίδα.",,cds,,,"['hooliganism', 'rowdyism', 'delinquency', 'thuggery']",continuous aggressive or illegal street behaviour,State,1.02,0.5
EL581,αλήτης,NOUN,,"['ρεμάλι', 'περιθωριακός', 'μπατίρης', 'τσογλάνι']",Άτομο χωρίς μόνιμη στέγη και δουλειά που περιπλανιέται στους δρόμους και αντιμετωπίζεται ως κοινωνικά απόβλητο.,,"Όσο για τους αλήτες αυτούς, όπως είδες, τους έδιωξα.",,re,,,"['vagrant', 'tramp', 'bum', 'drifter']",homeless vagrant regarded as disreputable,Person,1.22,1.04
EL837,αλλόκοτος,ADJ,,"['παράξενος', 'εκκεντρικός', 'ιδιόρρυθμος', 'παράδοξος']",Πρόσωπο με ασυνήθιστη συμπεριφορά ή εμφάνιση που προκαλεί απορία στους άλλους,,"Τέτοιον αλλόκοτο, κλειστό χαρακτήρα έχει.",,om,,,"['odd', 'weird', 'eccentric', 'quirky']",odd or eccentric person,Person,0.33,0.41
EL837,αλλόκοτος,ADJ,,"['παράξενος', 'ιδιόμορφος', 'ασυνήθιστος']","γνωρισμα πράγματος, κατάστασης ή σκηνής που φαίνεται παράδοξο ή εκτός συνηθισμένου πλαισίου",,"Όλα είχαν συμβεί τόσο γρήγορα, οι συνθήκες ήταν τόσο αλλόκοτες, που οποιαδήποτε γυναίκα στη θέση μου δε θα είχε φερθεί διαφορετικά.",,om,,,"['bizarre', 'peculiar', 'uncanny']","bizarre quality: trait of an object, scene or situation that appears uncanny or out-of-the-ordinary",Behavioral_Trait,0.33,0.36
EL876,αλμπάνης,NOUN,,"['άσχετος', 'τσαπατσούλης', 'κομπογιαννίτης', 'ερασιτέχνης']",Τεχνίτης χωρίς επαρκείς γνώσεις που κάνει πρόχειρη και κακή δουλειά,,,,ddp,,,"['bungler', 'botcher', 'incompetent', 'quack']",incompetent handyman or bungler,Person,0.59,0.19
EL1200,αμαρτωλός,ADJ,,"['ασεβής', 'παραβάτης', 'ένοχος', 'κολασμένος']",Άτομο που παραβαίνει θρησκευτικούς ή ηθικούς κανόνες και θεωρείται ένοχο απέναντι στον Θεό ή στην κοινωνία,,γιατί γέμισε αμαρτωλούς.,,cds,,,"['sinner', 'wrongdoer', 'culprit', 'wicked']",person deemed sinful or guilty,Person,0.7,1.11
EL1200,αμαρτωλός,ADJ,,"['πειρασμός', 'δελεαστικός', 'ενοχικός']",για πράγμα ή απόλαυση που προσφέρει έντονη ηδονή αλλά θεωρείται υπερβολικό ή ενοχικό,,Μίκης Θεοδωράκης: Ο ΣΥΡΙΖΑ μεταβάλλεται σε τμήμα της αμαρτωλής Βουλής,,cds,,,"['decadent', 'sinful', 'guilty (as in guilty pleasure)']",decadent indulgence: object or activity that gives intense pleasure yet is viewed as excessive or guilt-laden,Behavioral_Trait,0.7,0.48
EL316,αμερικανάκι,NOUN,,"['αφελής', 'κορόιδο', 'ξενόδουλος', 'ευκολόπιστος']",Αφελές ή νεαρό άτομο που μιμείται άκριτα την αμερικανική κουλτούρα ή θεωρείται εύκολη λεία.,,"username ωχχχ και αυτό είναι καλύτερο? Premier League οκ.. τα άλλα... Τελικα νομίζω ότι είσαι ""αμερικανάκι"" :)",,ddp,,,"['gullible', 'naive', 'pushover', 'americanised kid']","gullible, Americanised youngster",Person,0.36,0.5
EL1264,αναθυμίαση,NOUN,,"['κατάλοιπα', 'μιάσματα', 'κλυδωνισμοί', 'οσμή σκανδάλου']","Δυσάρεστες συνέπειες ή κακοσμία που αποπνέει ένα σκάνδαλο, μια πράξη διαφθοράς ή μια μεγάλη αποτυχία",,"Βίκυ, κόψε τη βαφή κ τα προϊόντα σταιλινγκ γιατί από τις αναθυμιάσεις αρπαξες #shoppingstar",,dmc,,,"['fallout', 'after-effects', 'stink', 'whiff']",scandalous fallout : lingering bad effects or stench of wrongdoing,Event,0.05,1.04
EL676,αναίδεια,NOUN,,"['θράσος', 'αδιαντροπιά', 'προκλητικότητα']","Συνήθεια να φέρεται κανείς χωρίς σεβασμό, με θράσος και απουσία ντροπής.",,"Κατάλαβες, Νίνα μου, είχε την αναίδεια να με κοροϊδεύει κι από πάνω.",,cds,,,"['impudence', 'insolence', 'shamelessness', 'cheek']",habitual insolence or impudence,Behavioral_Trait,1.01,0.45
EL676,αναίδεια,NOUN,,"['προσβολή', 'αυθάδεια']",συγκεκριμένη πράξη θράσους που προσβάλλει κάποιον,,Έβγαζαν αποφάσεις -συνήθως υπέρ του Φώτη- κι είχαν την αναίδεια να θέλουν να τις εφαρμόσω.,,cds,,,"['affront', 'insolent act']",act of insolence: blatant action that offends another,Event,1.01,0.44
